id,retweetCount,likeCount,replyCount,quoteCount,usernames,datenew,date,class,tweets,engagments,day,month,year,url
1461685691260276744,106,235,33,8,TurkiShalhoub,2021-11-19,2021-11-19 13:20:00+00:00,0,"['الشريك', 'الاستراتيجي', 'لرابطه', 'العالم', 'الاسلام', 'توني', 'بلير', 'الاسلام', 'السياسي', 'تهديد', 'الدرجه', 'الاولى', 'الاره', 'ابي', 'يهاجم', 'الاسلام', 'سبا', 'قتل', 'ملاين', 'المسلمين', 'وتهجيرهم', 'وتخريب', 'اوطانهم']",382,19,11,2021,https://twitter.com/TurkiShalhoub/status/1461685691260276744
1472282148556128268,30,308,27,16,InfidelsQuotes,2021-12-18,2021-12-18 19:06:32+00:00,0,"['اشكر', 'اله', 'اني', 'ملحد', 'جورج', 'برنارد', 'شو']",381,18,12,2021,https://twitter.com/InfidelsQuotes/status/1472282148556128268
1483433721835540486,172,163,38,8,Salehjoraibi,2022-01-18,2022-01-18 13:38:54+00:00,0,"['نشكر', 'الام', 'المتحده', 'تهريبها', 'لسلاح', 'والالغام', 'والقنابل', 'والصواعق', 'عبر', 'ارسالياتها', 'الرسميه', 'الاغاثيه', 'الى', 'مليشيا', 'الحوثي', 'الايرانيه', 'لقتل', 'المدنين', 'والاطفال', 'اليمن', 'شكرا', 'لجهودكم', 'قتل', 'الانسان']",381,18,1,2022,https://twitter.com/Salehjoraibi/status/1483433721835540486
1487517848608157704,9,297,72,3,aleasima_17,2022-01-29,2022-01-29 20:07:46+00:00,0,"['وله', 'تحرق', 'مليون', 'مره', 'يلي', 'قتل', 'اولادنا', 'بالطيران', 'المسير', 'الاماراتي', 'مكسد', 'طرابلس', 'والي', 'قتل', 'اولادنا', 'ايضا', 'الشرق', 'بطيران', 'المسير', 'التركي', 'مكسد', 'بنغازي', 'اله', 'المستعان', 'امتى', 'الاستفاقه', 'ايها', 'الشعب', 'التعبان', 'العاصمه']",381,29,1,2022,https://twitter.com/aleasima_17/status/1487517848608157704
1468970421231898630,51,296,30,4,omar_zain_aldin,2021-12-09,2021-12-09 15:46:55+00:00,0,"['اكرم', 'السيد', 'الخبير', 'العسكري', 'حزب', 'اله', 'رايح', 'يحر', 'فلسطين', 'قتل', 'بمارب', 'باليمن']",381,9,12,2021,https://twitter.com/omar_zain_aldin/status/1468970421231898630
1463187169053401098,152,211,10,7,jvmmHKm9YhCnILc,2021-11-23,2021-11-23 16:46:20+00:00,0,"['هيقتلوك', 'ويقولوا', 'ارهابي', 'دفعت', 'حكومه', 'عبد', 'الفتاح', 'السيسي', 'مليار', 'لشراء', 'صفقه', 'اسلحه', 'فرنسيه', 'وبعدها', 'بدات', 'العمليه', 'سيرلي', 'يكن', 'الهدف', 'محاربه', 'التشد', 'الاسلامي', 'القادم', 'ليبيا', 'قتل', 'المدنين', 'المصرين', 'صحراءليبيا']",380,23,11,2021,https://twitter.com/jvmmHKm9YhCnILc/status/1463187169053401098
1409274499179163649,56,318,6,0,DrSamiAmeri,2021-06-27,2021-06-27 22:16:38+00:00,0,"['الحساب', 'اعاد', 'العجوز', 'السفيه', 'تغريد', 'منشوره', 'وايده', 'صاحبه', 'ملحد', 'عقور', 'يستهزا', 'برسول', 'اله', 'صلى', 'اله', 'وسلم', 'وبالقران', 'صراحه', 'اتحاد', 'زنادقه', 'العرب', 'يدعو', 'سابقا', 'الى', 'اسلام', 'معدل', 'بلا', 'روح', 'فاعليه', 'الارض', 'اليوم', 'ينادي', 'برده', 'جماعيه', 'بلا', 'مساحيق', 'تجميليه']",380,27,6,2021,https://twitter.com/DrSamiAmeri/status/1409274499179163649
1488917851205423112,8,317,53,2,z_barbouseh,2022-02-02,2022-02-02 16:50:53+00:00,0,"['ناس', 'عقلها', 'داعشي', 'لابسه', 'طقم', 'كرافات', 'شكرا', 'ملاحظات', 'زينه', 'مش', 'بربسه']",380,2,2,2022,https://twitter.com/z_barbouseh/status/1488917851205423112
1490798905885347844,42,298,37,3,michel_fallah,2022-02-07,2022-02-07 21:25:31+00:00,0,"['تحدثت', 'هيومن', 'رايتس', 'وتش', 'عيوب', 'تحقيقات', 'جرائم', 'حساسيه', 'سياسيه', 'الباحث', 'لقمان', 'سليم', 'المصور', 'جو', 'بجاني', 'العقيد', 'المتقاعد', 'منير', 'بو', 'رجيلي', 'انطوان', 'داغر', 'رئيس', 'قسم', 'اداره', 'مخاطر', 'الاحتيال', 'بنك', 'بيبلوس', 'وانها', 'ارتكبت', 'ايدي', 'مجموعات', 'نفوذ', 'سياسي', 'بكلام', 'اخر', 'حزب', 'الشيطان', 'قتل', 'واضحه']",380,7,2,2022,https://twitter.com/michel_fallah/status/1490798905885347844
1383793848694894596,74,263,33,10,sameh_asker,2021-04-18,2021-04-18 14:45:37+00:00,0,"['الصوره', 'لشهيد', 'نبيل', 'حبشي', 'اعدمه', 'الارهابيون', 'سيناء', 'بتهمه', 'انه', 'مسيحي', 'الدواعش', 'واضح', 'انهم', 'يستهدفون', 'فئتين', 'بسيناء', 'الاولى', 'المتعاونه', 'الجيش', 'المصري', 'الثانيه', 'الاقليات', 'الدينيه', 'المخالفه', 'لمذهب', 'السلفي', 'مسيحي', 'شيعي', 'ملحد', 'صوفي', 'الخ', 'التكفير', 'جريمه', 'ويجب', 'ان', 'تمنع', 'بالقانون']",380,18,4,2021,https://twitter.com/sameh_asker/status/1383793848694894596
1466309996757585923,67,312,1,0,mariame_fneiche,2021-12-02,2021-12-02 07:35:20+00:00,0,"['اشرف', 'الموت', 'قتل', 'الشهاده', 'الرسول', 'الاكرم', 'صلى', 'اله', 'واله', 'وسلم']",380,2,12,2021,https://twitter.com/mariame_fneiche/status/1466309996757585923
1404847082947624970,69,262,38,11,anesmansory,2021-06-15,2021-06-15 17:03:40+00:00,0,"['ترحيل', 'نهب', 'وبسط', 'وحقد', 'وكراهيه', 'وابتزاز', 'وسلوكيات', 'يطول', 'وصفها', 'تمارسها', 'مليشيا', 'الانتقالي', 'ضد', 'شمالي', 'او', 'جنوبي', 'المثلث', 'يعتقدون', 'ان', 'نضال', 'تحري', 'الانتقالي', 'ارهابي', 'عنصري', 'مرتزق']",380,15,6,2021,https://twitter.com/anesmansory/status/1404847082947624970
1356530018059485187,167,191,19,3,SAUDI_POWER0,2021-02-02,2021-02-02 09:08:54+00:00,0,"['هجوم', 'امس', 'الواء', 'المظلي', 'جبل', 'الكامح', 'اليمني', 'اغلبهم', 'كانوا', 'مرتزقه', 'افارقه', 'الصومال', 'وكذلك', 'اثيوبيا', 'الي', 'بصوره', 'كانوا', 'ضمن', 'قتلى', 'يوم', 'امس', 'يد', 'اسود', 'الواء', 'المظلي', 'السعودي', 'احنا', 'نحارب', 'حوثين', 'فقط', 'احنا', 'نحاوب', 'تنظيم', 'ارهابي', 'مدعومه', 'بمرتزقه', 'اجانب', 'افغانستان', 'اثيوبيا', 'الصومال']",380,2,2,2021,https://twitter.com/SAUDI_POWER0/status/1356530018059485187
1488112746822516736,52,232,93,3,9Shrek,2022-01-31,2022-01-31 11:31:41+00:00,0,"['مده', 'كلتي', 'ارهابي', 'اليوم', 'نسبتي', 'لمحمد', 'الصدر', 'انتي', 'تنسبين', 'الارهاب', 'لسيد', 'المقدس', 'خنجر', 'الخيانه', 'الحنانه']",380,31,1,2022,https://twitter.com/9Shrek/status/1488112746822516736
1488625071186919427,5,352,23,0,fawaz67fawaz,2022-02-01,2022-02-01 21:27:28+00:00,0,"['تعني', 'مفرده', 'التطبيع', 'اسرائيل', 'تعني', 'انتقال', 'اليهود', 'وعودتهم', 'لعراق', 'تعني', 'تنصيب', 'يهودي', 'اصول', 'عراقيه', 'بمنصب', 'رئيس', 'وزراء', 'العراق', 'تعني', 'وجود', 'سفاره', 'وعلم', 'يرفرف', 'بغداد', 'تعني', 'وجود', 'سياحه', 'دينيه', 'البلدين', 'تعني', 'اقامه', 'علاقات', 'سياسيه', 'جيده', 'الكيان', 'والعراق', 'ساوضحها', 'لاحقا']",380,1,2,2022,https://twitter.com/fawaz67fawaz/status/1488625071186919427
1478962140769918978,55,289,33,3,MohammedAlfrah,2022-01-06,2022-01-06 05:30:26+00:00,0,"['يوم', 'ومنذ', 'الحرب', 'الاولى', 'يتضح', 'لناس', 'ان', 'الهدف', 'حروبكم', 'اسكات', 'صوت', 'الصرخه', 'ضد', 'امريكا', 'واسرائيل', 'وبالتالي', 'انتم', 'مجرد', 'ادوات', 'وهي', 'العدو', 'الفعلي', 'لاسف', 'تحرك', 'بلحيتك', 'كمسلم', 'وتسخر', 'عمرك', 'لخدمه', 'يهودي', 'اوعميل', 'ليهودي', 'كمحمد', 'بن', 'سلمان', 'اخيرا', 'اقسم', 'باله', 'طبعنا', 'اسرائيل', 'قلتم', 'عنا', 'مجوس', 'روافض']",380,6,1,2022,https://twitter.com/MohammedAlfrah/status/1478962140769918978
1481990430724079625,13,289,71,7,ansariii9,2022-01-14,2022-01-14 14:03:47+00:00,0,"['تقول', 'الواء', 'عباس', 'كامل', 'مدير', 'المخابرات', 'العامه', 'المصريه', 'اصطياد', 'ارهابى', 'الهبوط', 'الاضطراري']",380,14,1,2022,https://twitter.com/ansariii9/status/1481990430724079625
1484244026945589258,51,314,8,7,almedi2009,2022-01-20,2022-01-20 19:18:46+00:00,0,"['عموا', 'رفاق', 'الحريه', 'والعروبه', 'الهشتاق', 'تصنيف', 'الحوثي', 'ارهابي']",380,20,1,2022,https://twitter.com/almedi2009/status/1484244026945589258
